TID;Starttime;Endtime;Activity;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x
1338;2024-03-06 11:14:25;2024-03-06 11:14:26;Matching;2024-03-06 04:53:13;203703904.0;8;4;2;4;1360;2024-03-06;0
1450;2024-03-06 11:14:25;2024-03-06 11:14:26;Matching;2024-03-06 11:14:24;203703904.0;2;0;8;0;1360;2024-03-06;0
1338;2024-03-06 11:14:26;2024-03-06 11:14:27;Positioning;2024-03-06 04:53:13;203703904.0;8;4;2;4;1360;2024-03-06;0
1450;2024-03-06 11:14:26;2024-03-06 11:14:27;Positioning;2024-03-06 11:14:24;203703904.0;2;0;8;0;1360;2024-03-06;0
1338;2024-03-06 11:14:27;2024-03-06 11:14:27;Settling;2024-03-06 04:53:13;203703904.0;8;4;2;4;1360;2024-03-06;0
1450;2024-03-06 11:14:27;2024-03-06 11:14:27;Settling;2024-03-06 11:14:24;203703904.0;2;0;8;0;1360;2024-03-06;0
1451;2024-03-06 11:16:26;2024-03-06 11:16:27;Validating;2024-03-06 11:16:26;157124103.44;2;5;1;5;1090;2024-03-06;0
1451;2024-03-06 11:16:27;2024-03-06 11:16:27;Waiting in backlog unmatched;2024-03-06 11:16:26;157124103.44;2;5;1;5;1090;2024-03-06;0
1452;2024-03-06 11:21:12;2024-03-06 11:21:13;Validating;2024-03-06 11:21:12;149488029.18;2;4;6;4;610;2024-03-06;0
1387;2024-03-06 11:21:13;2024-03-06 11:21:14;Matching;2024-03-06 07:17:36;149488029.18;6;0;2;0;610;2024-03-06;0
1452;2024-03-06 11:21:13;2024-03-06 11:21:14;Matching;2024-03-06 11:21:12;149488029.18;2;4;6;4;610;2024-03-06;0
1387;2024-03-06 11:21:14;2024-03-06 11:21:15;Positioning;2024-03-06 07:17:36;149488029.18;6;0;2;0;610;2024-03-06;0
1452;2024-03-06 11:21:14;2024-03-06 11:21:15;Positioning;2024-03-06 11:21:12;149488029.18;2;4;6;4;610;2024-03-06;0
1387;2024-03-06 11:21:15;2024-03-06 11:21:15;Settling;2024-03-06 07:17:36;149488029.18;6;0;2;0;610;2024-03-06;0
1452;2024-03-06 11:21:15;2024-03-06 11:21:15;Settling;2024-03-06 11:21:12;149488029.18;2;4;6;4;610;2024-03-06;0
1453;2024-03-06 11:28:45;2024-03-06 11:28:46;Validating;2024-03-06 11:28:45;208405821.76;5;0;3;0;699;2024-03-06;0
1314;2024-03-06 11:28:46;2024-03-06 11:28:47;Matching;2024-03-06 03:23:40;208405821.76;3;3;5;3;699;2024-03-06;0
1453;2024-03-06 11:28:46;2024-03-06 11:28:47;Matching;2024-03-06 11:28:45;208405821.76;5;0;3;0;699;2024-03-06;0
1314;2024-03-06 11:28:47;2024-03-06 11:28:48;Positioning;2024-03-06 03:23:40;208405821.76;3;3;5;3;699;2024-03-06;0
1453;2024-03-06 11:28:47;2024-03-06 11:28:48;Positioning;2024-03-06 11:28:45;208405821.76;5;0;3;0;699;2024-03-06;0
1314;2024-03-06 11:28:48;2024-03-06 11:28:48;Settling;2024-03-06 03:23:40;208405821.76;3;3;5;3;699;2024-03-06;0
1453;2024-03-06 11:28:48;2024-03-06 11:28:48;Settling;2024-03-06 11:28:45;208405821.76;5;0;3;0;699;2024-03-06;0
1454;2024-03-06 11:29:52;2024-03-06 11:29:53;Validating;2024-03-06 11:29:52;127512654.63;4;4;1;4;200;2024-03-06;0
1454;2024-03-06 11:29:53;2024-03-06 11:29:53;Waiting in backlog unmatched;2024-03-06 11:29:52;127512654.63;4;4;1;4;200;2024-03-06;0
1455;2024-03-06 11:31:12;2024-03-06 11:31:13;Validating;2024-03-06 11:31:12;166800167.24;8;1;5;1;865;2024-03-06;0
1455;2024-03-06 11:31:13;2024-03-06 11:31:13;Waiting in backlog unmatched;2024-03-06 11:31:12;166800167.24;8;1;5;1;865;2024-03-06;0
1456;2024-03-06 11:32:43;2024-03-06 11:32:44;Validating;2024-03-06 11:32:43;191185454.73;3;0;4;0;34;2024-03-05;0
1057;2024-03-06 11:32:44;2024-03-06 11:32:45;Matching;2024-03-05 08:00:56;191185454.73;4;1;3;1;34;2024-03-05;0
1456;2024-03-06 11:32:44;2024-03-06 11:32:45;Matching;2024-03-06 11:32:43;191185454.73;3;0;4;0;34;2024-03-05;0
1057;2024-03-06 11:32:45;2024-03-06 11:32:46;Positioning;2024-03-05 08:00:56;191185454.73;4;1;3;1;34;2024-03-05;0
1456;2024-03-06 11:32:45;2024-03-06 11:32:46;Positioning;2024-03-06 11:32:43;191185454.73;3;0;4;0;34;2024-03-05;0
1057;2024-03-06 11:32:46;2024-03-06 11:32:46;Settling;2024-03-05 08:00:56;191185454.73;4;1;3;1;34;2024-03-05;0
1456;2024-03-06 11:32:46;2024-03-06 11:32:46;Settling;2024-03-06 11:32:43;191185454.73;3;0;4;0;34;2024-03-05;0
1457;2024-03-06 11:33:23;2024-03-06 11:33:24;Validating;2024-03-06 11:33:23;100631497.69;2;7;1;7;692;2024-03-06;0
1416;2024-03-06 11:33:24;2024-03-06 11:33:25;Matching;2024-03-06 08:45:47;100631497.69;1;0;2;0;692;2024-03-06;0
1457;2024-03-06 11:33:24;2024-03-06 11:33:25;Matching;2024-03-06 11:33:23;100631497.69;2;7;1;7;692;2024-03-06;0
1416;2024-03-06 11:33:25;2024-03-06 11:33:26;Positioning;2024-03-06 08:45:47;100631497.69;1;0;2;0;692;2024-03-06;0
1457;2024-03-06 11:33:25;2024-03-06 11:33:26;Positioning;2024-03-06 11:33:23;100631497.69;2;7;1;7;692;2024-03-06;0
1416;2024-03-06 11:33:26;2024-03-06 11:33:26;Settling;2024-03-06 08:45:47;100631497.69;1;0;2;0;692;2024-03-06;0
1457;2024-03-06 11:33:26;2024-03-06 11:33:26;Settling;2024-03-06 11:33:23;100631497.69;2;7;1;7;692;2024-03-06;0
1458;2024-03-06 11:37:47;2024-03-06 11:37:48;Validating;2024-03-06 11:37:47;48773691.93;4;0;8;0;816;2024-03-06;0
1458;2024-03-06 11:37:48;2024-03-06 11:37:48;Waiting in backlog unmatched;2024-03-06 11:37:47;48773691.93;4;0;8;0;816;2024-03-06;0
1459;2024-03-06 11:47:47;2024-03-06 11:47:48;Validating;2024-03-06 11:47:47;150119271.5;6;0;3;0;1399;2024-03-06;0
1442;2024-03-06 11:47:48;2024-03-06 11:47:49;Matching;2024-03-06 10:54:56;150119271.5;3;2;6;2;1399;2024-03-06;0
1459;2024-03-06 11:47:48;2024-03-06 11:47:49;Matching;2024-03-06 11:47:47;150119271.5;6;0;3;0;1399;2024-03-06;0
1442;2024-03-06 11:47:49;2024-03-06 11:47:50;Positioning;2024-03-06 10:54:56;150119271.5;3;2;6;2;1399;2024-03-06;0
1459;2024-03-06 11:47:49;2024-03-06 11:47:50;Positioning;2024-03-06 11:47:47;150119271.5;6;0;3;0;1399;2024-03-06;0
1442;2024-03-06 11:47:50;2024-03-06 11:47:50;Settling;2024-03-06 10:54:56;150119271.5;3;2;6;2;1399;2024-03-06;0
1459;2024-03-06 11:47:50;2024-03-06 11:47:50;Settling;2024-03-06 11:47:47;150119271.5;6;0;3;0;1399;2024-03-06;0
1460;2024-03-06 11:52:53;2024-03-06 11:52:54;Validating;2024-03-06 11:52:53;163792540.33;7;8;1;8;1228;2024-03-06;0
1460;2024-03-06 11:52:54;2024-03-06 11:52:54;Waiting in backlog unmatched;2024-03-06 11:52:53;163792540.33;7;8;1;8;1228;2024-03-06;0
1461;2024-03-06 11:56:20;2024-03-06 11:56:21;Validating;2024-03-06 11:56:20;158079302.03;8;2;1;2;310;2024-03-06;0
1392;2024-03-06 11:56:21;2024-03-06 11:56:22;Matching;2024-03-06 07:32:41;158079302.03;1;0;8;0;310;2024-03-06;0
1461;2024-03-06 11:56:21;2024-03-06 11:56:22;Matching;2024-03-06 11:56:20;158079302.03;8;2;1;2;310;2024-03-06;0
1392;2024-03-06 11:56:22;2024-03-06 11:56:23;Positioning;2024-03-06 07:32:41;158079302.03;1;0;8;0;310;2024-03-06;0
1461;2024-03-06 11:56:22;2024-03-06 11:56:23;Positioning;2024-03-06 11:56:20;158079302.03;8;2;1;2;310;2024-03-06;0
1392;2024-03-06 11:56:23;2024-03-06 11:56:23;Settling;2024-03-06 07:32:41;158079302.03;1;0;8;0;310;2024-03-06;0
1461;2024-03-06 11:56:23;2024-03-06 11:56:23;Settling;2024-03-06 11:56:20;158079302.03;8;2;1;2;310;2024-03-06;0
1462;2024-03-06 11:58:42;2024-03-06 11:58:43;Validating;2024-03-06 11:58:42;167074839.8;3;8;2;8;428;2024-03-06;0
1462;2024-03-06 11:58:43;2024-03-06 11:58:43;Waiting in backlog unmatched;2024-03-06 11:58:42;167074839.8;3;8;2;8;428;2024-03-06;0
1463;2024-03-06 12:06:48;2024-03-06 12:06:49;Validating;2024-03-06 12:06:48;149338737.63;7;0;3;0;1150;2024-03-06;0
1463;2024-03-06 12:06:49;2024-03-06 12:06:49;Waiting in backlog unmatched;2024-03-06 12:06:48;149338737.63;7;0;3;0;1150;2024-03-06;0
1464;2024-03-06 12:21:47;2024-03-06 12:21:48;Validating;2024-03-06 12:21:47;108904599.59;1;8;3;8;1319;2024-03-06;0
1282;2024-03-06 12:21:48;2024-03-06 12:21:49;Matching;2024-03-06 00:28:42;108904599.59;3;0;1;0;1319;2024-03-06;0
1464;2024-03-06 12:21:48;2024-03-06 12:21:49;Matching;2024-03-06 12:21:47;108904599.59;1;8;3;8;1319;2024-03-06;0
1282;2024-03-06 12:21:49;2024-03-06 12:21:50;Positioning;2024-03-06 00:28:42;108904599.59;3;0;1;0;1319;2024-03-06;0
1464;2024-03-06 12:21:49;2024-03-06 12:21:50;Positioning;2024-03-06 12:21:47;108904599.59;1;8;3;8;1319;2024-03-06;0
1282;2024-03-06 12:21:50;2024-03-06 12:21:50;Settling;2024-03-06 00:28:42;108904599.59;3;0;1;0;1319;2024-03-06;0
1464;2024-03-06 12:21:50;2024-03-06 12:21:50;Settling;2024-03-06 12:21:47;108904599.59;1;8;3;8;1319;2024-03-06;0
1465;2024-03-06 12:22:25;2024-03-06 12:22:26;Validating;2024-03-06 12:22:25;51079817.51;2;1;7;1;1367;2024-03-06;0
1315;2024-03-06 12:22:26;2024-03-06 12:22:27;Matching;2024-03-06 03:25:13;51079817.51;7;0;2;0;1367;2024-03-06;0
1465;2024-03-06 12:22:26;2024-03-06 12:22:27;Matching;2024-03-06 12:22:25;51079817.51;2;1;7;1;1367;2024-03-06;0
1315;2024-03-06 12:22:27;2024-03-06 12:22:28;Positioning;2024-03-06 03:25:13;51079817.51;7;0;2;0;1367;2024-03-06;0
1465;2024-03-06 12:22:27;2024-03-06 12:22:28;Positioning;2024-03-06 12:22:25;51079817.51;2;1;7;1;1367;2024-03-06;0
1315;2024-03-06 12:22:28;2024-03-06 12:22:28;Settling;2024-03-06 03:25:13;51079817.51;7;0;2;0;1367;2024-03-06;0
1465;2024-03-06 12:22:28;2024-03-06 12:22:28;Settling;2024-03-06 12:22:25;51079817.51;2;1;7;1;1367;2024-03-06;0
1466;2024-03-06 12:24:11;2024-03-06 12:24:12;Validating;2024-03-06 12:24:11;140813671.56;6;0;4;0;1326;2024-03-05;0
976;2024-03-06 12:24:12;2024-03-06 12:24:13;Matching;2024-03-05 03:37:56;140813671.56;4;7;6;7;1326;2024-03-05;0
1466;2024-03-06 12:24:12;2024-03-06 12:24:13;Matching;2024-03-06 12:24:11;140813671.56;6;0;4;0;1326;2024-03-05;0
976;2024-03-06 12:24:13;2024-03-06 12:24:14;Positioning;2024-03-05 03:37:56;140813671.56;4;7;6;7;1326;2024-03-05;0
1466;2024-03-06 12:24:13;2024-03-06 12:24:14;Positioning;2024-03-06 12:24:11;140813671.56;6;0;4;0;1326;2024-03-05;0
976;2024-03-06 12:24:14;2024-03-06 12:24:14;Settling;2024-03-05 03:37:56;140813671.56;4;7;6;7;1326;2024-03-05;0
1466;2024-03-06 12:24:14;2024-03-06 12:24:14;Settling;2024-03-06 12:24:11;140813671.56;6;0;4;0;1326;2024-03-05;0
1467;2024-03-06 12:30:43;2024-03-06 12:30:44;Validating;2024-03-06 12:30:43;101929712.02;3;3;7;3;147;2024-03-06;0
1467;2024-03-06 12:30:44;2024-03-06 12:30:44;Waiting in backlog unmatched;2024-03-06 12:30:43;101929712.02;3;3;7;3;147;2024-03-06;0
1468;2024-03-06 12:30:53;2024-03-06 12:30:54;Validating;2024-03-06 12:30:53;72033544.2;2;0;8;0;1250;2024-03-06;0
1468;2024-03-06 12:30:54;2024-03-06 12:30:54;Waiting in backlog unmatched;2024-03-06 12:30:53;72033544.2;2;0;8;0;1250;2024-03-06;0
1469;2024-03-06 12:34:26;2024-03-06 12:34:27;Validating;2024-03-06 12:34:26;156283103.96;1;4;6;4;795;2024-03-06;0
1312;2024-03-06 12:34:27;2024-03-06 12:34:28;Matching;2024-03-06 03:14:46;156283103.96;6;0;1;0;795;2024-03-06;0
1469;2024-03-06 12:34:27;2024-03-06 12:34:28;Matching;2024-03-06 12:34:26;156283103.96;1;4;6;4;795;2024-03-06;0
1312;2024-03-06 12:34:28;2024-03-06 12:34:29;Positioning;2024-03-06 03:14:46;156283103.96;6;0;1;0;795;2024-03-06;0
1469;2024-03-06 12:34:28;2024-03-06 12:34:29;Positioning;2024-03-06 12:34:26;156283103.96;1;4;6;4;795;2024-03-06;0
1312;2024-03-06 12:34:29;2024-03-06 12:34:29;Settling;2024-03-06 03:14:46;156283103.96;6;0;1;0;795;2024-03-06;0
1469;2024-03-06 12:34:29;2024-03-06 12:34:29;Settling;2024-03-06 12:34:26;156283103.96;1;4;6;4;795;2024-03-06;0
1470;2024-03-06 12:40:49;2024-03-06 12:40:50;Validating;2024-03-06 12:40:49;74188951.59;2;3;7;3;1391;2024-03-06;0
1303;2024-03-06 12:40:50;2024-03-06 12:40:51;Matching;2024-03-06 02:52:55;74188951.59;7;0;2;0;1391;2024-03-06;0
1470;2024-03-06 12:40:50;2024-03-06 12:40:51;Matching;2024-03-06 12:40:49;74188951.59;2;3;7;3;1391;2024-03-06;0
1303;2024-03-06 12:40:51;2024-03-06 12:40:52;Positioning;2024-03-06 02:52:55;74188951.59;7;0;2;0;1391;2024-03-06;0
1470;2024-03-06 12:40:51;2024-03-06 12:40:52;Positioning;2024-03-06 12:40:49;74188951.59;2;3;7;3;1391;2024-03-06;0
1303;2024-03-06 12:40:52;2024-03-06 12:40:52;Settling;2024-03-06 02:52:55;74188951.59;7;0;2;0;1391;2024-03-06;0
1470;2024-03-06 12:40:52;2024-03-06 12:40:52;Settling;2024-03-06 12:40:49;74188951.59;2;3;7;3;1391;2024-03-06;0
1471;2024-03-06 12:42:37;2024-03-06 12:42:38;Validating;2024-03-06 12:42:37;193537611.01;6;5;2;5;139;2024-03-06;0
1471;2024-03-06 12:42:38;2024-03-06 12:42:38;Waiting in backlog unmatched;2024-03-06 12:42:37;193537611.01;6;5;2;5;139;2024-03-06;0
1472;2024-03-06 12:57:41;2024-03-06 12:57:42;Validating;2024-03-06 12:57:41;113839629.93;6;0;5;0;100;2024-03-05;0
1002;2024-03-06 12:57:42;2024-03-06 12:57:43;Matching;2024-03-05 04:54:30;113839629.93;5;7;6;7;100;2024-03-05;0
1472;2024-03-06 12:57:42;2024-03-06 12:57:43;Matching;2024-03-06 12:57:41;113839629.93;6;0;5;0;100;2024-03-05;0
1002;2024-03-06 12:57:43;2024-03-06 12:57:44;Positioning;2024-03-05 04:54:30;113839629.93;5;7;6;7;100;2024-03-05;0
1472;2024-03-06 12:57:43;2024-03-06 12:57:44;Positioning;2024-03-06 12:57:41;113839629.93;6;0;5;0;100;2024-03-05;0
1002;2024-03-06 12:57:44;2024-03-06 12:57:44;Settling;2024-03-05 04:54:30;113839629.93;5;7;6;7;100;2024-03-05;0
1472;2024-03-06 12:57:44;2024-03-06 12:57:44;Settling;2024-03-06 12:57:41;113839629.93;6;0;5;0;100;2024-03-05;0
1473;2024-03-06 13:01:43;2024-03-06 13:01:44;Validating;2024-03-06 13:01:43;56000534.32;6;2;4;2;452;2024-03-06;0
1473;2024-03-06 13:01:44;2024-03-06 13:01:44;Waiting in backlog unmatched;2024-03-06 13:01:43;56000534.32;6;2;4;2;452;2024-03-06;0
1474;2024-03-06 13:03:33;2024-03-06 13:03:34;Validating;2024-03-06 13:03:33;131387196.59;8;8;3;8;1019;2024-03-06;0
1289;2024-03-06 13:03:34;2024-03-06 13:03:35;Matching;2024-03-06 01:42:38;131387196.59;3;0;8;0;1019;2024-03-06;0
1474;2024-03-06 13:03:34;2024-03-06 13:03:35;Matching;2024-03-06 13:03:33;131387196.59;8;8;3;8;1019;2024-03-06;0
1289;2024-03-06 13:03:35;2024-03-06 13:03:36;Positioning;2024-03-06 01:42:38;131387196.59;3;0;8;0;1019;2024-03-06;0
1474;2024-03-06 13:03:35;2024-03-06 13:03:36;Positioning;2024-03-06 13:03:33;131387196.59;8;8;3;8;1019;2024-03-06;0
1289;2024-03-06 13:03:36;2024-03-06 13:03:36;Settling;2024-03-06 01:42:38;131387196.59;3;0;8;0;1019;2024-03-06;0
1474;2024-03-06 13:03:36;2024-03-06 13:03:36;Settling;2024-03-06 13:03:33;131387196.59;8;8;3;8;1019;2024-03-06;0
1475;2024-03-06 13:06:28;2024-03-06 13:06:29;Validating;2024-03-06 13:06:28;213237513.98;6;7;3;7;464;2024-03-06;0
1475;2024-03-06 13:06:29;2024-03-06 13:06:29;Waiting in backlog unmatched;2024-03-06 13:06:28;213237513.98;6;7;3;7;464;2024-03-06;0
1476;2024-03-06 13:11:55;2024-03-06 13:11:56;Validating;2024-03-06 13:11:55;129952412.67;7;0;1;0;1493;2024-03-06;0
1476;2024-03-06 13:11:56;2024-03-06 13:11:56;Waiting in backlog unmatched;2024-03-06 13:11:55;129952412.67;7;0;1;0;1493;2024-03-06;0
1477;2024-03-06 13:24:01;2024-03-06 13:24:02;Validating;2024-03-06 13:24:01;190449492.07;8;6;2;6;871;2024-03-06;0
1477;2024-03-06 13:24:02;2024-03-06 13:24:02;Waiting in backlog unmatched;2024-03-06 13:24:01;190449492.07;8;6;2;6;871;2024-03-06;0
1478;2024-03-06 13:24:12;2024-03-06 13:24:13;Validating;2024-03-06 13:24:12;149413500.43;2;0;6;0;525;2024-03-06;0
1294;2024-03-06 13:24:13;2024-03-06 13:24:14;Matching;2024-03-06 02:09:55;149413500.43;6;2;2;2;525;2024-03-06;0
1478;2024-03-06 13:24:13;2024-03-06 13:24:14;Matching;2024-03-06 13:24:12;149413500.43;2;0;6;0;525;2024-03-06;0
1294;2024-03-06 13:24:14;2024-03-06 13:24:15;Positioning;2024-03-06 02:09:55;149413500.43;6;2;2;2;525;2024-03-06;0
1478;2024-03-06 13:24:14;2024-03-06 13:24:15;Positioning;2024-03-06 13:24:12;149413500.43;2;0;6;0;525;2024-03-06;0
1294;2024-03-06 13:24:15;2024-03-06 13:24:15;Settling;2024-03-06 02:09:55;149413500.43;6;2;2;2;525;2024-03-06;0
1478;2024-03-06 13:24:15;2024-03-06 13:24:15;Settling;2024-03-06 13:24:12;149413500.43;2;0;6;0;525;2024-03-06;0
1479;2024-03-06 13:25:00;2024-03-06 13:25:01;Validating;2024-03-06 13:25:00;13104854.25;8;0;6;0;501;2024-03-05;0
1202;2024-03-06 13:25:01;2024-03-06 13:25:02;Matching;2024-03-05 16:17:24;13104854.25;6;3;8;3;501;2024-03-05;0
1479;2024-03-06 13:25:01;2024-03-06 13:25:02;Matching;2024-03-06 13:25:00;13104854.25;8;0;6;0;501;2024-03-05;0
1202;2024-03-06 13:25:02;2024-03-06 13:25:03;Positioning;2024-03-05 16:17:24;13104854.25;6;3;8;3;501;2024-03-05;0
1479;2024-03-06 13:25:02;2024-03-06 13:25:03;Positioning;2024-03-06 13:25:00;13104854.25;8;0;6;0;501;2024-03-05;0
1202;2024-03-06 13:25:03;2024-03-06 13:25:03;Settling;2024-03-05 16:17:24;13104854.25;6;3;8;3;501;2024-03-05;0
1479;2024-03-06 13:25:03;2024-03-06 13:25:03;Settling;2024-03-06 13:25:00;13104854.25;8;0;6;0;501;2024-03-05;0
1480;2024-03-06 13:25:53;2024-03-06 13:25:54;Validating;2024-03-06 13:25:53;276595722.62;1;8;5;8;1140;2024-03-06;0
1349;2024-03-06 13:25:54;2024-03-06 13:25:55;Matching;2024-03-06 05:20:23;276595722.62;5;0;1;0;1140;2024-03-06;0
1480;2024-03-06 13:25:54;2024-03-06 13:25:55;Matching;2024-03-06 13:25:53;276595722.62;1;8;5;8;1140;2024-03-06;0
1349;2024-03-06 13:25:55;2024-03-06 13:25:56;Positioning;2024-03-06 05:20:23;276595722.62;5;0;1;0;1140;2024-03-06;0
1480;2024-03-06 13:25:55;2024-03-06 13:25:56;Positioning;2024-03-06 13:25:53;276595722.62;1;8;5;8;1140;2024-03-06;0
1349;2024-03-06 13:25:56;2024-03-06 13:25:56;Settling;2024-03-06 05:20:23;276595722.62;5;0;1;0;1140;2024-03-06;0
1480;2024-03-06 13:25:56;2024-03-06 13:25:56;Settling;2024-03-06 13:25:53;276595722.62;1;8;5;8;1140;2024-03-06;0
1481;2024-03-06 13:26:12;2024-03-06 13:26:13;Validating;2024-03-06 13:26:12;144792469.44;3;0;6;0;607;2024-03-06;0
1481;2024-03-06 13:26:13;2024-03-06 13:26:13;Waiting in backlog unmatched;2024-03-06 13:26:12;144792469.44;3;0;6;0;607;2024-03-06;0
1482;2024-03-06 13:28:18;2024-03-06 13:28:19;Validating;2024-03-06 13:28:18;167074839.8;2;0;3;0;428;2024-03-06;0
1462;2024-03-06 13:28:19;2024-03-06 13:28:20;Matching;2024-03-06 11:58:42;167074839.8;3;8;2;8;428;2024-03-06;0
1482;2024-03-06 13:28:19;2024-03-06 13:28:20;Matching;2024-03-06 13:28:18;167074839.8;2;0;3;0;428;2024-03-06;0
1462;2024-03-06 13:28:20;2024-03-06 13:28:21;Positioning;2024-03-06 11:58:42;167074839.8;3;8;2;8;428;2024-03-06;0
1482;2024-03-06 13:28:20;2024-03-06 13:28:21;Positioning;2024-03-06 13:28:18;167074839.8;2;0;3;0;428;2024-03-06;0
1462;2024-03-06 13:28:21;2024-03-06 13:28:21;Settling;2024-03-06 11:58:42;167074839.8;3;8;2;8;428;2024-03-06;0
1482;2024-03-06 13:28:21;2024-03-06 13:28:21;Settling;2024-03-06 13:28:18;167074839.8;2;0;3;0;428;2024-03-06;0
1483;2024-03-06 13:29:19;2024-03-06 13:29:20;Validating;2024-03-06 13:29:19;131935930.7;2;0;1;0;869;2024-03-06;0
1306;2024-03-06 13:29:20;2024-03-06 13:29:21;Matching;2024-03-06 02:56:38;131935930.7;1;7;2;7;869;2024-03-06;0
1483;2024-03-06 13:29:20;2024-03-06 13:29:21;Matching;2024-03-06 13:29:19;131935930.7;2;0;1;0;869;2024-03-06;0
1306;2024-03-06 13:29:21;2024-03-06 13:29:22;Positioning;2024-03-06 02:56:38;131935930.7;1;7;2;7;869;2024-03-06;0
1483;2024-03-06 13:29:21;2024-03-06 13:29:22;Positioning;2024-03-06 13:29:19;131935930.7;2;0;1;0;869;2024-03-06;0
1306;2024-03-06 13:29:22;2024-03-06 13:29:22;Settling;2024-03-06 02:56:38;131935930.7;1;7;2;7;869;2024-03-06;0
1483;2024-03-06 13:29:22;2024-03-06 13:29:22;Settling;2024-03-06 13:29:19;131935930.7;2;0;1;0;869;2024-03-06;0
1484;2024-03-06 13:29:28;2024-03-06 13:29:29;Validating;2024-03-06 13:29:28;188588158.89;4;6;3;6;734;2024-03-06;0
1484;2024-03-06 13:29:29;2024-03-06 13:29:29;Waiting in backlog unmatched;2024-03-06 13:29:28;188588158.89;4;6;3;6;734;2024-03-06;0
1485;2024-03-06 13:29:38;2024-03-06 13:29:39;Validating;2024-03-06 13:29:38;41628855.08;4;0;6;0;914;2024-03-05;0
983;2024-03-06 13:29:39;2024-03-06 13:29:40;Matching;2024-03-05 03:57:46;41628855.08;6;1;4;1;914;2024-03-05;0
1485;2024-03-06 13:29:39;2024-03-06 13:29:40;Matching;2024-03-06 13:29:38;41628855.08;4;0;6;0;914;2024-03-05;0
983;2024-03-06 13:29:40;2024-03-06 13:29:41;Positioning;2024-03-05 03:57:46;41628855.08;6;1;4;1;914;2024-03-05;0
1485;2024-03-06 13:29:40;2024-03-06 13:29:41;Positioning;2024-03-06 13:29:38;41628855.08;4;0;6;0;914;2024-03-05;0
983;2024-03-06 13:29:41;2024-03-06 13:29:41;Settling;2024-03-05 03:57:46;41628855.08;6;1;4;1;914;2024-03-05;0
1485;2024-03-06 13:29:41;2024-03-06 13:29:41;Settling;2024-03-06 13:29:38;41628855.08;4;0;6;0;914;2024-03-05;0
1486;2024-03-06 13:39:07;2024-03-06 13:39:08;Validating;2024-03-06 13:39:07;129952412.67;1;7;7;7;1493;2024-03-06;0
1476;2024-03-06 13:39:08;2024-03-06 13:39:09;Matching;2024-03-06 13:11:55;129952412.67;7;0;1;0;1493;2024-03-06;0
1486;2024-03-06 13:39:08;2024-03-06 13:39:09;Matching;2024-03-06 13:39:07;129952412.67;1;7;7;7;1493;2024-03-06;0
1476;2024-03-06 13:39:09;2024-03-06 13:39:10;Positioning;2024-03-06 13:11:55;129952412.67;7;0;1;0;1493;2024-03-06;0
1486;2024-03-06 13:39:09;2024-03-06 13:39:10;Positioning;2024-03-06 13:39:07;129952412.67;1;7;7;7;1493;2024-03-06;0
1476;2024-03-06 13:39:10;2024-03-06 13:39:10;Settling;2024-03-06 13:11:55;129952412.67;7;0;1;0;1493;2024-03-06;0
1486;2024-03-06 13:39:10;2024-03-06 13:39:10;Settling;2024-03-06 13:39:07;129952412.67;1;7;7;7;1493;2024-03-06;0
1487;2024-03-06 13:40:36;2024-03-06 13:40:37;Validating;2024-03-06 13:40:36;161290238.39;4;0;1;0;665;2024-03-06;0
1487;2024-03-06 13:40:37;2024-03-06 13:40:37;Waiting in backlog unmatched;2024-03-06 13:40:36;161290238.39;4;0;1;0;665;2024-03-06;0
1488;2024-03-06 13:41:58;2024-03-06 13:41:59;Validating;2024-03-06 13:41:58;148463971.09;2;4;3;4;641;2024-03-06;0
1298;2024-03-06 13:41:59;2024-03-06 13:42:00;Matching;2024-03-06 02:31:05;148463971.09;3;0;2;0;641;2024-03-06;0
1488;2024-03-06 13:41:59;2024-03-06 13:42:00;Matching;2024-03-06 13:41:58;148463971.09;2;4;3;4;641;2024-03-06;0
1298;2024-03-06 13:42:00;2024-03-06 13:42:01;Positioning;2024-03-06 02:31:05;148463971.09;3;0;2;0;641;2024-03-06;0
1488;2024-03-06 13:42:00;2024-03-06 13:42:01;Positioning;2024-03-06 13:41:58;148463971.09;2;4;3;4;641;2024-03-06;0
1298;2024-03-06 13:42:01;2024-03-06 13:42:01;Settling;2024-03-06 02:31:05;148463971.09;3;0;2;0;641;2024-03-06;0
1488;2024-03-06 13:42:01;2024-03-06 13:42:01;Settling;2024-03-06 13:41:58;148463971.09;2;4;3;4;641;2024-03-06;0
1489;2024-03-06 13:43:44;2024-03-06 13:43:45;Validating;2024-03-06 13:43:44;153133469.01;6;8;4;8;1252;2024-03-06;0
1489;2024-03-06 13:43:45;2024-03-06 13:43:45;Waiting in backlog unmatched;2024-03-06 13:43:44;153133469.01;6;8;4;8;1252;2024-03-06;0
1490;2024-03-06 13:44:49;2024-03-06 13:44:50;Validating;2024-03-06 13:44:49;236398820.88;1;8;4;8;1333;2024-03-06;0
1434;2024-03-06 13:44:50;2024-03-06 13:44:51;Matching;2024-03-06 10:02:15;236398820.88;4;0;1;0;1333;2024-03-06;0
1490;2024-03-06 13:44:50;2024-03-06 13:44:51;Matching;2024-03-06 13:44:49;236398820.88;1;8;4;8;1333;2024-03-06;0
