TID,Starttime,Endtime,Activity,Time,Value,FromParticipantId,FromAccountId,ToParticipantId,ToAccountId,Linkcode,Part ID,Account ID,Balance,Credit limit
447,2024-01-01 14:49:28,2024-01-01 14:49:30,Checking balance and credit,2024-01-01 03:49:19,71775008.61,1,0,6,0,745,1,0,1345216711.35,855892148.96
1757,2024-01-01 14:49:28,2024-01-01 14:49:30,Checking balance and credit,2024-01-01 14:49:24,71775008.61,6,4,1,4,745,6,4,9332644111.0,0.0
447,2024-01-01 14:49:30,2024-01-01 14:49:32,Settling,2024-01-01 03:49:19,71775008.61,1,0,6,0,745,1,0,1345216711.35,855892148.96
1757,2024-01-01 14:49:30,2024-01-01 14:49:32,Settling,2024-01-01 14:49:24,71775008.61,6,4,1,4,745,6,4,9332644111.0,0.0
1758,2024-01-01 14:49:32,2024-01-01 14:49:34,Validating,2024-01-01 14:49:32,72723165.33,7,2,2,2,1040,7,2,506751021.0,0.0
1308,2024-01-01 14:49:32,2024-01-01 14:49:34,Checking balance and credit,2024-01-01 10:54:12,47728959.76,6,0,7,0,985,6,0,1159834611.39,1079250390.17
1727,2024-01-01 14:49:32,2024-01-01 14:49:34,Checking balance and credit,2024-01-01 14:35:01,47728959.76,7,2,6,2,985,7,2,506751021.0,0.0
792,2024-01-01 14:49:32,2024-01-01 14:49:34,Checking balance and credit,2024-01-01 06:37:08,86040513.97,1,4,5,4,533,1,4,6110169996.0,0.0
1735,2024-01-01 14:49:32,2024-01-01 14:49:34,Checking balance and credit,2024-01-01 14:39:24,86040513.97,5,0,1,0,533,5,0,1697498461.28,1555016912.88
1308,2024-01-01 14:49:34,2024-01-01 14:49:34,Waiting in queue unsettled,2024-01-01 10:54:12,47728959.76,6,0,7,0,985,6,0,1159834611.39,1079250390.17
1727,2024-01-01 14:49:34,2024-01-01 14:49:34,Waiting in queue unsettled,2024-01-01 14:35:01,47728959.76,7,2,6,2,985,7,2,506751021.0,0.0
792,2024-01-01 14:49:34,2024-01-01 14:49:34,Waiting in queue unsettled,2024-01-01 06:37:08,86040513.97,1,4,5,4,533,1,4,6110169996.0,0.0
1735,2024-01-01 14:49:34,2024-01-01 14:49:34,Waiting in queue unsettled,2024-01-01 14:39:24,86040513.97,5,0,1,0,533,5,0,1697498461.28,1555016912.88
274,2024-01-01 14:49:34,2024-01-01 14:49:36,Matching,2024-01-01 02:47:05,72723165.33,2,0,7,0,1040,2,0,1177670027.13,334479616.6
1758,2024-01-01 14:49:34,2024-01-01 14:49:36,Matching,2024-01-01 14:49:32,72723165.33,7,2,2,2,1040,7,2,506751021.0,0.0
274,2024-01-01 14:49:36,2024-01-01 14:49:38,Checking balance and credit,2024-01-01 02:47:05,72723165.33,2,0,7,0,1040,2,0,1177670027.13,334479616.6
1758,2024-01-01 14:49:36,2024-01-01 14:49:38,Checking balance and credit,2024-01-01 14:49:32,72723165.33,7,2,2,2,1040,7,2,506751021.0,0.0
274,2024-01-01 14:49:38,2024-01-01 14:49:38,Waiting in queue unsettled,2024-01-01 02:47:05,72723165.33,2,0,7,0,1040,2,0,1177670027.13,334479616.6
1758,2024-01-01 14:49:38,2024-01-01 14:49:38,Waiting in queue unsettled,2024-01-01 14:49:32,72723165.33,7,2,2,2,1040,7,2,506751021.0,0.0
1759,2024-01-01 14:49:40,2024-01-01 14:49:42,Validating,2024-01-01 14:49:40,96085165.92,1,3,4,3,499,1,3,4207091960.0,0.0
685,2024-01-01 14:49:42,2024-01-01 14:49:44,Matching,2024-01-01 05:39:17,96085165.92,4,0,1,0,499,4,0,1623321432.42,501595076.99
1759,2024-01-01 14:49:42,2024-01-01 14:49:44,Matching,2024-01-01 14:49:40,96085165.92,1,3,4,3,499,1,3,4207091960.0,0.0
685,2024-01-01 14:49:44,2024-01-01 14:49:46,Checking balance and credit,2024-01-01 05:39:17,96085165.92,4,0,1,0,499,4,0,1623321432.42,501595076.99
1759,2024-01-01 14:49:44,2024-01-01 14:49:46,Checking balance and credit,2024-01-01 14:49:40,96085165.92,1,3,4,3,499,1,3,4207091960.0,0.0
685,2024-01-01 14:49:46,2024-01-01 14:49:48,Settling,2024-01-01 05:39:17,96085165.92,4,0,1,0,499,4,0,1623321432.42,501595076.99
1759,2024-01-01 14:49:46,2024-01-01 14:49:48,Settling,2024-01-01 14:49:40,96085165.92,1,3,4,3,499,1,3,4207091960.0,0.0
1187,2024-01-01 14:49:48,2024-01-01 14:49:50,Checking balance and credit,2024-01-01 09:49:10,131261742.26,1,0,7,0,793,1,0,1345216711.35,855892148.96
1190,2024-01-01 14:49:48,2024-01-01 14:49:50,Checking balance and credit,2024-01-01 09:50:28,131261742.26,7,2,1,2,793,7,2,506751021.0,0.0
990,2024-01-01 14:49:48,2024-01-01 14:49:50,Checking balance and credit,2024-01-01 08:20:20,53636319.15,7,2,1,2,538,7,2,506751021.0,0.0
1728,2024-01-01 14:49:48,2024-01-01 14:49:50,Checking balance and credit,2024-01-01 14:35:35,53636319.15,1,0,7,0,538,1,0,1345216711.35,855892148.96
1187,2024-01-01 14:49:50,2024-01-01 14:49:50,Waiting in queue unsettled,2024-01-01 09:49:10,131261742.26,1,0,7,0,793,1,0,1345216711.35,855892148.96
1190,2024-01-01 14:49:50,2024-01-01 14:49:50,Waiting in queue unsettled,2024-01-01 09:50:28,131261742.26,7,2,1,2,793,7,2,506751021.0,0.0
990,2024-01-01 14:49:50,2024-01-01 14:49:50,Waiting in queue unsettled,2024-01-01 08:20:20,53636319.15,7,2,1,2,538,7,2,506751021.0,0.0
1728,2024-01-01 14:49:50,2024-01-01 14:49:50,Waiting in queue unsettled,2024-01-01 14:35:35,53636319.15,1,0,7,0,538,1,0,1345216711.35,855892148.96
1760,2024-01-01 14:50:40,2024-01-01 14:50:42,Validating,2024-01-01 14:50:40,11989900.53,3,2,1,2,560,3,2,3084248030.0,0.0
143,2024-01-01 14:50:42,2024-01-01 14:50:44,Matching,2024-01-01 02:08:30,11989900.53,1,0,3,0,560,1,0,1345216711.35,855892148.96
1760,2024-01-01 14:50:42,2024-01-01 14:50:44,Matching,2024-01-01 14:50:40,11989900.53,3,2,1,2,560,3,2,3084248030.0,0.0
143,2024-01-01 14:50:44,2024-01-01 14:50:46,Checking balance and credit,2024-01-01 02:08:30,11989900.53,1,0,3,0,560,1,0,1345216711.35,855892148.96
1760,2024-01-01 14:50:44,2024-01-01 14:50:46,Checking balance and credit,2024-01-01 14:50:40,11989900.53,3,2,1,2,560,3,2,3084248030.0,0.0
143,2024-01-01 14:50:46,2024-01-01 14:50:48,Settling,2024-01-01 02:08:30,11989900.53,1,0,3,0,560,1,0,1345216711.35,855892148.96
1760,2024-01-01 14:50:46,2024-01-01 14:50:48,Settling,2024-01-01 14:50:40,11989900.53,3,2,1,2,560,3,2,3084248030.0,0.0
1761,2024-01-01 14:53:03,2024-01-01 14:53:05,Validating,2024-01-01 14:53:03,62724922.44,6,0,8,0,822,6,0,1159834611.39,1079250390.17
1762,2024-01-01 14:53:05,2024-01-01 14:53:07,Validating,2024-01-01 14:53:05,31552792.49,5,1,1,1,427,5,1,269842169.0,0.0
1762,2024-01-01 14:53:07,2024-01-01 14:53:07,Waiting in queue unmatched,2024-01-01 14:53:05,31552792.49,5,1,1,1,427,5,1,269842169.0,0.0
166,2024-01-01 14:53:05,2024-01-01 14:53:07,Matching,2024-01-01 02:14:03,62724922.44,8,2,6,2,822,8,2,6471538475.0,0.0
1761,2024-01-01 14:53:05,2024-01-01 14:53:07,Matching,2024-01-01 14:53:03,62724922.44,6,0,8,0,822,6,0,1159834611.39,1079250390.17
166,2024-01-01 14:53:07,2024-01-01 14:53:09,Checking balance and credit,2024-01-01 02:14:03,62724922.44,8,2,6,2,822,8,2,6471538475.0,0.0
1761,2024-01-01 14:53:07,2024-01-01 14:53:09,Checking balance and credit,2024-01-01 14:53:03,62724922.44,6,0,8,0,822,6,0,1159834611.39,1079250390.17
166,2024-01-01 14:53:09,2024-01-01 14:53:11,Settling,2024-01-01 02:14:03,62724922.44,8,2,6,2,822,8,2,6471538475.0,0.0
1761,2024-01-01 14:53:09,2024-01-01 14:53:11,Settling,2024-01-01 14:53:03,62724922.44,6,0,8,0,822,6,0,1159834611.39,1079250390.17
1069,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 08:54:35,110550405.26,8,0,7,0,859,8,0,1171046846.05,662326857.64
1492,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 12:35:55,110550405.26,7,2,8,2,859,7,2,506751021.0,0.0
864,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 07:18:37,109787408.82,6,3,8,3,564,6,3,9580911314.0,0.0
1710,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 14:27:25,109787408.82,8,0,6,0,564,8,0,1171046846.05,662326857.64
1335,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 11:07:48,114801715.93,8,0,4,0,525,8,0,1171046846.05,662326857.64
1717,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 14:31:41,114801715.93,4,2,8,2,525,4,2,3113964820.0,0.0
331,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 03:06:36,30678004.42,3,3,8,3,455,3,3,398794616.0,0.0
1741,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 14:40:26,30678004.42,8,0,3,0,455,8,0,1171046846.05,662326857.64
1365,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 11:24:44,110592335.38,8,0,4,0,348,8,0,1171046846.05,662326857.64
1734,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 14:38:42,110592335.38,4,1,8,1,348,4,1,6638220655.0,0.0
191,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 02:19:42,92569420.14,5,4,8,4,232,5,4,3505929897.0,0.0
1755,2024-01-01 14:53:11,2024-01-01 14:53:13,Checking balance and credit,2024-01-01 14:48:22,92569420.14,8,0,5,0,232,8,0,1171046846.05,662326857.64
1069,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 08:54:35,110550405.26,8,0,7,0,859,8,0,1171046846.05,662326857.64
1492,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 12:35:55,110550405.26,7,2,8,2,859,7,2,506751021.0,0.0
864,2024-01-01 14:53:13,2024-01-01 14:53:13,Settling,2024-01-01 07:18:37,109787408.82,6,3,8,3,564,6,3,9580911314.0,0.0
1710,2024-01-01 14:53:13,2024-01-01 14:53:13,Settling,2024-01-01 14:27:25,109787408.82,8,0,6,0,564,8,0,1171046846.05,662326857.64
1335,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 11:07:48,114801715.93,8,0,4,0,525,8,0,1171046846.05,662326857.64
1717,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 14:31:41,114801715.93,4,2,8,2,525,4,2,3113964820.0,0.0
331,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 03:06:36,30678004.42,3,3,8,3,455,3,3,398794616.0,0.0
1741,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 14:40:26,30678004.42,8,0,3,0,455,8,0,1171046846.05,662326857.64
1365,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 11:24:44,110592335.38,8,0,4,0,348,8,0,1171046846.05,662326857.64
1734,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 14:38:42,110592335.38,4,1,8,1,348,4,1,6638220655.0,0.0
191,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 02:19:42,92569420.14,5,4,8,4,232,5,4,3505929897.0,0.0
1755,2024-01-01 14:53:13,2024-01-01 14:53:13,Waiting in queue unsettled,2024-01-01 14:48:22,92569420.14,8,0,5,0,232,8,0,1171046846.05,662326857.64
1763,2024-01-01 14:53:55,2024-01-01 14:53:57,Validating,2024-01-01 14:53:55,20343716.93,6,0,2,0,594,6,0,1159834611.39,1079250390.17
1763,2024-01-01 14:53:57,2024-01-01 14:53:57,Waiting in queue unmatched,2024-01-01 14:53:55,20343716.93,6,0,2,0,594,6,0,1159834611.39,1079250390.17
1764,2024-01-01 14:54:02,2024-01-01 14:54:04,Validating,2024-01-01 14:54:02,14202232.06,3,1,5,1,1156,3,1,8549847312.0,0.0
1764,2024-01-01 14:54:04,2024-01-01 14:54:04,Waiting in queue unmatched,2024-01-01 14:54:02,14202232.06,3,1,5,1,1156,3,1,8549847312.0,0.0
1765,2024-01-01 14:54:05,2024-01-01 14:54:07,Validating,2024-01-01 14:54:05,14204132.0,4,0,8,0,469,4,0,1623321432.42,501595076.99
1293,2024-01-01 14:54:07,2024-01-01 14:54:09,Matching,2024-01-01 10:44:27,14204132.0,8,2,4,2,469,8,2,6471538475.0,0.0
1765,2024-01-01 14:54:07,2024-01-01 14:54:09,Matching,2024-01-01 14:54:05,14204132.0,4,0,8,0,469,4,0,1623321432.42,501595076.99
1293,2024-01-01 14:54:09,2024-01-01 14:54:11,Checking balance and credit,2024-01-01 10:44:27,14204132.0,8,2,4,2,469,8,2,6471538475.0,0.0
1765,2024-01-01 14:54:09,2024-01-01 14:54:11,Checking balance and credit,2024-01-01 14:54:05,14204132.0,4,0,8,0,469,4,0,1623321432.42,501595076.99
1293,2024-01-01 14:54:11,2024-01-01 14:54:13,Settling,2024-01-01 10:44:27,14204132.0,8,2,4,2,469,8,2,6471538475.0,0.0
1765,2024-01-01 14:54:11,2024-01-01 14:54:13,Settling,2024-01-01 14:54:05,14204132.0,4,0,8,0,469,4,0,1623321432.42,501595076.99
1715,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 14:30:40,103203974.39,4,2,5,2,1140,4,2,3113964820.0,0.0
1751,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 14:46:16,103203974.39,5,0,4,0,1140,5,0,1697498461.28,1555016912.88
1335,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 11:07:48,114801715.93,8,0,4,0,525,8,0,1171046846.05,662326857.64
1717,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 14:31:41,114801715.93,4,2,8,2,525,4,2,3113964820.0,0.0
1069,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 08:54:35,110550405.26,8,0,7,0,859,8,0,1171046846.05,662326857.64
1492,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 12:35:55,110550405.26,7,2,8,2,859,7,2,506751021.0,0.0
331,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 03:06:36,30678004.42,3,3,8,3,455,3,3,398794616.0,0.0
1741,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 14:40:26,30678004.42,8,0,3,0,455,8,0,1171046846.05,662326857.64
1365,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 11:24:44,110592335.38,8,0,4,0,348,8,0,1171046846.05,662326857.64
1734,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 14:38:42,110592335.38,4,1,8,1,348,4,1,6638220655.0,0.0
191,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 02:19:42,92569420.14,5,4,8,4,232,5,4,3505929897.0,0.0
1755,2024-01-01 14:54:13,2024-01-01 14:54:15,Checking balance and credit,2024-01-01 14:48:22,92569420.14,8,0,5,0,232,8,0,1171046846.05,662326857.64
1715,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 14:30:40,103203974.39,4,2,5,2,1140,4,2,3113964820.0,0.0
1751,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 14:46:16,103203974.39,5,0,4,0,1140,5,0,1697498461.28,1555016912.88
1335,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 11:07:48,114801715.93,8,0,4,0,525,8,0,1171046846.05,662326857.64
1717,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 14:31:41,114801715.93,4,2,8,2,525,4,2,3113964820.0,0.0
1069,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 08:54:35,110550405.26,8,0,7,0,859,8,0,1171046846.05,662326857.64
1492,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 12:35:55,110550405.26,7,2,8,2,859,7,2,506751021.0,0.0
331,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 03:06:36,30678004.42,3,3,8,3,455,3,3,398794616.0,0.0
1741,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 14:40:26,30678004.42,8,0,3,0,455,8,0,1171046846.05,662326857.64
1365,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 11:24:44,110592335.38,8,0,4,0,348,8,0,1171046846.05,662326857.64
1734,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 14:38:42,110592335.38,4,1,8,1,348,4,1,6638220655.0,0.0
191,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 02:19:42,92569420.14,5,4,8,4,232,5,4,3505929897.0,0.0
1755,2024-01-01 14:54:15,2024-01-01 14:54:15,Waiting in queue unsettled,2024-01-01 14:48:22,92569420.14,8,0,5,0,232,8,0,1171046846.05,662326857.64
1766,2024-01-01 14:56:42,2024-01-01 14:56:44,Validating,2024-01-01 14:56:42,22843095.58,5,4,6,4,599,5,4,3505929897.0,0.0
1539,2024-01-01 14:56:44,2024-01-01 14:56:46,Matching,2024-01-01 12:58:03,22843095.58,6,0,5,0,599,6,0,1159834611.39,1079250390.17
1766,2024-01-01 14:56:44,2024-01-01 14:56:46,Matching,2024-01-01 14:56:42,22843095.58,5,4,6,4,599,5,4,3505929897.0,0.0
1539,2024-01-01 14:56:46,2024-01-01 14:56:48,Checking balance and credit,2024-01-01 12:58:03,22843095.58,6,0,5,0,599,6,0,1159834611.39,1079250390.17
1766,2024-01-01 14:56:46,2024-01-01 14:56:48,Checking balance and credit,2024-01-01 14:56:42,22843095.58,5,4,6,4,599,5,4,3505929897.0,0.0
1539,2024-01-01 14:56:48,2024-01-01 14:56:50,Settling,2024-01-01 12:58:03,22843095.58,6,0,5,0,599,6,0,1159834611.39,1079250390.17
1766,2024-01-01 14:56:48,2024-01-01 14:56:50,Settling,2024-01-01 14:56:42,22843095.58,5,4,6,4,599,5,4,3505929897.0,0.0
868,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 07:21:06,144130391.52,5,0,7,0,901,5,0,1697498461.28,1555016912.88
1217,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 10:03:45,144130391.52,7,2,5,2,901,7,2,506751021.0,0.0
366,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 03:15:55,99902790.11,7,2,5,2,771,7,2,506751021.0,0.0
1476,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 12:29:09,99902790.11,5,0,7,0,771,5,0,1697498461.28,1555016912.88
1472,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 12:26:35,142328108.27,5,0,7,0,377,5,0,1697498461.28,1555016912.88
1597,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 13:26:57,142328108.27,7,2,5,2,377,7,2,506751021.0,0.0
1573,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 13:15:42,152725161.44,2,1,5,1,269,2,1,7922723790.0,0.0
1716,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 14:31:09,152725161.44,5,0,2,0,269,5,0,1697498461.28,1555016912.88
108,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 01:56:45,131567208.88,5,0,1,0,942,5,0,1697498461.28,1555016912.88
1718,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 14:31:44,131567208.88,1,3,5,3,942,1,3,4207091960.0,0.0
1129,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 09:23:53,44065155.4,6,1,5,1,1237,6,1,4127366543.0,0.0
1737,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 14:39:43,44065155.4,5,0,6,0,1237,5,0,1697498461.28,1555016912.88
531,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 04:27:21,57963922.95,5,0,8,0,404,5,0,1697498461.28,1555016912.88
1738,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 14:39:58,57963922.95,8,4,5,4,404,8,4,5333764409.0,0.0
403,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 03:29:23,125818177.93,5,0,2,0,611,5,0,1697498461.28,1555016912.88
1743,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 14:40:36,125818177.93,2,4,5,4,611,2,4,3306696375.0,0.0
792,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 06:37:08,86040513.97,1,4,5,4,533,1,4,6110169996.0,0.0
1735,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 14:39:24,86040513.97,5,0,1,0,533,5,0,1697498461.28,1555016912.88
1715,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 14:30:40,103203974.39,4,2,5,2,1140,4,2,3113964820.0,0.0
1751,2024-01-01 14:56:50,2024-01-01 14:56:52,Checking balance and credit,2024-01-01 14:46:16,103203974.39,5,0,4,0,1140,5,0,1697498461.28,1555016912.88
868,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 07:21:06,144130391.52,5,0,7,0,901,5,0,1697498461.28,1555016912.88
1217,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 10:03:45,144130391.52,7,2,5,2,901,7,2,506751021.0,0.0
366,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 03:15:55,99902790.11,7,2,5,2,771,7,2,506751021.0,0.0
1476,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 12:29:09,99902790.11,5,0,7,0,771,5,0,1697498461.28,1555016912.88
1472,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 12:26:35,142328108.27,5,0,7,0,377,5,0,1697498461.28,1555016912.88
1597,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 13:26:57,142328108.27,7,2,5,2,377,7,2,506751021.0,0.0
1573,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 13:15:42,152725161.44,2,1,5,1,269,2,1,7922723790.0,0.0
1716,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 14:31:09,152725161.44,5,0,2,0,269,5,0,1697498461.28,1555016912.88
108,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 01:56:45,131567208.88,5,0,1,0,942,5,0,1697498461.28,1555016912.88
1718,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 14:31:44,131567208.88,1,3,5,3,942,1,3,4207091960.0,0.0
1129,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 09:23:53,44065155.4,6,1,5,1,1237,6,1,4127366543.0,0.0
1737,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 14:39:43,44065155.4,5,0,6,0,1237,5,0,1697498461.28,1555016912.88
531,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 04:27:21,57963922.95,5,0,8,0,404,5,0,1697498461.28,1555016912.88
1738,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 14:39:58,57963922.95,8,4,5,4,404,8,4,5333764409.0,0.0
403,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 03:29:23,125818177.93,5,0,2,0,611,5,0,1697498461.28,1555016912.88
1743,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 14:40:36,125818177.93,2,4,5,4,611,2,4,3306696375.0,0.0
792,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 06:37:08,86040513.97,1,4,5,4,533,1,4,6110169996.0,0.0
1735,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 14:39:24,86040513.97,5,0,1,0,533,5,0,1697498461.28,1555016912.88
1715,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 14:30:40,103203974.39,4,2,5,2,1140,4,2,3113964820.0,0.0
1751,2024-01-01 14:56:52,2024-01-01 14:56:52,Waiting in queue unsettled,2024-01-01 14:46:16,103203974.39,5,0,4,0,1140,5,0,1697498461.28,1555016912.88
1767,2024-01-01 14:57:25,2024-01-01 14:57:27,Validating,2024-01-01 14:57:25,15757389.11,2,1,4,1,412,2,1,7922723790.0,0.0
1767,2024-01-01 14:57:27,2024-01-01 14:57:27,Waiting in queue unmatched,2024-01-01 14:57:25,15757389.11,2,1,4,1,412,2,1,7922723790.0,0.0
1768,2024-01-01 14:58:20,2024-01-01 14:58:22,Validating,2024-01-01 14:58:20,95616381.2,2,3,5,3,535,2,3,6451401027.0,0.0
1768,2024-01-01 14:58:22,2024-01-01 14:58:22,Waiting in queue unmatched,2024-01-01 14:58:20,95616381.2,2,3,5,3,535,2,3,6451401027.0,0.0
1769,2024-01-01 14:59:11,2024-01-01 14:59:13,Validating,2024-01-01 14:59:11,82971625.41,1,0,3,0,684,1,0,1345216711.35,855892148.96
1319,2024-01-01 14:59:13,2024-01-01 14:59:15,Matching,2024-01-01 10:59:12,82971625.41,3,4,1,4,684,3,4,6731623304.0,0.0
1769,2024-01-01 14:59:13,2024-01-01 14:59:15,Matching,2024-01-01 14:59:11,82971625.41,1,0,3,0,684,1,0,1345216711.35,855892148.96
1319,2024-01-01 14:59:15,2024-01-01 14:59:17,Checking balance and credit,2024-01-01 10:59:12,82971625.41,3,4,1,4,684,3,4,6731623304.0,0.0
1769,2024-01-01 14:59:15,2024-01-01 14:59:17,Checking balance and credit,2024-01-01 14:59:11,82971625.41,1,0,3,0,684,1,0,1345216711.35,855892148.96
1319,2024-01-01 14:59:17,2024-01-01 14:59:19,Settling,2024-01-01 10:59:12,82971625.41,3,4,1,4,684,3,4,6731623304.0,0.0
1769,2024-01-01 14:59:17,2024-01-01 14:59:19,Settling,2024-01-01 14:59:11,82971625.41,1,0,3,0,684,1,0,1345216711.35,855892148.96
792,2024-01-01 14:59:19,2024-01-01 14:59:21,Checking balance and credit,2024-01-01 06:37:08,86040513.97,1,4,5,4,533,1,4,6110169996.0,0.0
